mode: set
servgate/pkg/proxy/access_log.go:43.58,45.47 2 0
servgate/pkg/proxy/websocket.go:15.83,16.44 1 1
servgate/pkg/proxy/websocket.go:16.44,18.3 1 0
servgate/pkg/proxy/websocket.go:19.2,20.15 2 1
servgate/pkg/proxy/websocket.go:20.15,22.3 1 0
servgate/pkg/proxy/websocket.go:25.2,30.9 5 1
servgate/pkg/proxy/websocket.go:30.9,32.3 1 0
servgate/pkg/proxy/websocket.go:34.2,35.16 2 1
servgate/pkg/proxy/websocket.go:35.16,37.3 1 0
servgate/pkg/proxy/websocket.go:40.2,48.18 8 1
servgate/pkg/proxy/websocket.go:52.64,59.18 4 1
servgate/pkg/proxy/websocket.go:59.18,61.3 1 1
servgate/pkg/proxy/websocket.go:61.8,61.27 1 0
servgate/pkg/proxy/websocket.go:61.27,64.3 2 0
servgate/pkg/proxy/websocket.go:64.8,66.27 2 0
servgate/pkg/proxy/websocket.go:66.27,68.4 1 0
servgate/pkg/proxy/websocket.go:71.2,72.12 2 1
servgate/pkg/proxy/websocket.go:80.48,84.2 3 1
servgate/pkg/proxy/websocket.go:87.94,89.16 2 1
servgate/pkg/proxy/websocket.go:89.16,92.3 2 0
servgate/pkg/proxy/websocket.go:93.2,98.12 4 1
servgate/pkg/proxy/websocket.go:98.12,100.7 2 1
servgate/pkg/proxy/websocket.go:100.7,103.18 3 1
servgate/pkg/proxy/websocket.go:103.18,106.5 2 1
servgate/pkg/proxy/websocket.go:110.2,118.46 4 1
servgate/pkg/proxy/websocket.go:118.46,120.3 1 0
servgate/pkg/proxy/websocket.go:122.2,122.6 1 1
servgate/pkg/proxy/websocket.go:122.6,123.10 1 1
servgate/pkg/proxy/websocket.go:124.20,125.10 1 1
servgate/pkg/proxy/websocket.go:126.19,129.18 3 1
servgate/pkg/proxy/websocket.go:129.18,130.13 1 0
servgate/pkg/proxy/websocket.go:132.4,132.45 1 1
servgate/pkg/proxy/websocket.go:132.45,134.5 1 0
servgate/main.go:32.13,33.48 1 0
servgate/main.go:33.48,36.3 2 0
servgate/main.go:37.2,37.49 1 0
servgate/main.go:37.49,40.3 2 0
servgate/main.go:41.2,41.48 1 0
servgate/main.go:41.48,44.3 2 0
servgate/main.go:47.2,50.88 3 0
servgate/main.go:50.88,53.3 2 0
servgate/main.go:53.8,56.3 2 0
servgate/main.go:58.2,59.16 2 0
servgate/main.go:59.16,61.3 1 0
servgate/main.go:63.2,64.16 2 0
servgate/main.go:64.16,66.3 1 0
servgate/main.go:68.2,71.54 2 0
servgate/main.go:71.54,72.13 1 0
servgate/main.go:72.13,77.55 4 0
servgate/main.go:77.55,79.5 1 0
servgate/main.go:81.4,81.23 1 0
servgate/main.go:81.23,83.19 2 0
servgate/main.go:83.19,84.14 1 0
servgate/main.go:87.5,88.56 2 0
servgate/main.go:88.56,92.6 3 0
servgate/main.go:98.2,104.67 6 0
servgate/main.go:104.67,105.34 1 0
servgate/main.go:105.34,108.4 2 0
servgate/main.go:111.3,111.26 1 0
servgate/main.go:111.26,112.64 1 0
servgate/main.go:112.64,115.5 2 0
servgate/main.go:118.3,120.42 3 0
servgate/main.go:120.42,122.4 1 0
servgate/main.go:122.9,122.29 1 0
servgate/main.go:122.29,124.4 1 0
servgate/main.go:124.9,127.4 2 0
servgate/main.go:129.3,130.17 2 0
servgate/main.go:130.17,133.4 2 0
servgate/main.go:135.3,136.17 2 0
servgate/main.go:136.17,139.4 2 0
servgate/main.go:141.3,142.74 2 0
servgate/main.go:145.2,145.68 1 0
servgate/main.go:145.68,146.26 1 0
servgate/main.go:146.26,147.64 1 0
servgate/main.go:147.64,150.5 2 0
servgate/main.go:153.3,153.33 1 0
servgate/main.go:153.33,156.4 2 0
servgate/main.go:158.3,159.60 2 0
servgate/main.go:162.2,162.63 1 0
servgate/main.go:162.63,163.26 1 0
servgate/main.go:163.26,167.30 4 0
servgate/main.go:167.30,169.5 1 0
servgate/main.go:169.10,169.67 1 0
servgate/main.go:169.67,170.62 1 0
servgate/main.go:170.62,172.6 1 0
servgate/main.go:175.4,175.22 1 0
servgate/main.go:175.22,178.5 2 0
servgate/main.go:181.3,181.34 1 0
servgate/main.go:181.34,183.68 2 0
servgate/main.go:183.68,186.5 2 0
servgate/main.go:188.4,189.18 2 0
servgate/main.go:189.18,190.27 1 0
servgate/main.go:190.27,192.6 1 0
servgate/main.go:192.11,195.6 2 0
servgate/main.go:198.4,199.41 2 0
servgate/main.go:199.41,200.37 1 0
servgate/main.go:200.37,203.11 3 0
servgate/main.go:206.4,206.14 1 0
servgate/main.go:206.14,208.5 1 0
servgate/main.go:210.4,210.48 1 0
servgate/main.go:210.48,213.5 2 0
servgate/main.go:215.4,219.10 4 0
servgate/main.go:222.3,222.36 1 0
servgate/main.go:222.36,224.20 2 0
servgate/main.go:224.20,227.5 2 0
servgate/main.go:229.4,230.18 2 0
servgate/main.go:230.18,233.5 2 0
servgate/main.go:235.4,237.41 3 0
servgate/main.go:237.41,238.28 1 0
servgate/main.go:238.28,240.6 1 0
servgate/main.go:240.11,242.6 1 0
servgate/main.go:245.4,245.14 1 0
servgate/main.go:245.14,248.5 2 0
servgate/main.go:250.4,251.48 2 0
servgate/main.go:251.48,254.5 2 0
servgate/main.go:256.4,260.10 4 0
servgate/main.go:263.3,264.49 2 0
servgate/main.go:267.2,267.70 1 0
servgate/main.go:267.70,268.26 1 0
servgate/main.go:268.26,272.30 4 0
servgate/main.go:272.30,274.5 1 0
servgate/main.go:274.10,274.67 1 0
servgate/main.go:274.67,275.62 1 0
servgate/main.go:275.62,277.6 1 0
servgate/main.go:280.4,280.22 1 0
servgate/main.go:280.22,283.5 2 0
servgate/main.go:286.3,286.34 1 0
servgate/main.go:286.34,289.4 2 0
servgate/main.go:291.3,292.67 2 0
servgate/main.go:292.67,295.4 2 0
servgate/main.go:297.3,301.107 4 0
servgate/main.go:304.2,304.68 1 0
servgate/main.go:304.68,305.26 1 0
servgate/main.go:305.26,309.30 4 0
servgate/main.go:309.30,311.5 1 0
servgate/main.go:311.10,311.67 1 0
servgate/main.go:311.67,312.62 1 0
servgate/main.go:312.62,314.6 1 0
servgate/main.go:317.4,317.22 1 0
servgate/main.go:317.22,320.5 2 0
servgate/main.go:323.3,323.34 1 0
servgate/main.go:323.34,327.67 2 0
servgate/main.go:327.67,330.5 2 0
servgate/main.go:332.4,333.18 2 0
servgate/main.go:333.18,336.5 2 0
servgate/main.go:338.4,342.10 5 0
servgate/main.go:345.3,345.33 1 0
servgate/main.go:345.33,355.4 5 0
servgate/main.go:357.3,357.106 1 0
servgate/main.go:360.2,360.70 1 0
servgate/main.go:360.70,361.34 1 0
servgate/main.go:361.34,364.4 2 0
servgate/main.go:366.3,366.26 1 0
servgate/main.go:366.26,369.30 3 0
servgate/main.go:369.30,372.5 2 0
servgate/main.go:375.3,376.58 2 0
servgate/main.go:376.58,378.4 1 0
servgate/main.go:380.3,388.17 9 0
servgate/main.go:388.17,390.4 1 0
servgate/main.go:390.9,392.4 1 0
servgate/main.go:394.3,395.17 2 0
servgate/main.go:395.17,398.4 2 0
servgate/main.go:400.3,405.151 5 0
servgate/main.go:408.2,422.74 12 0
servgate/main.go:422.74,423.26 1 0
servgate/main.go:423.26,424.64 1 0
servgate/main.go:424.64,427.5 2 0
servgate/main.go:430.3,430.36 1 0
servgate/main.go:430.36,433.4 2 0
servgate/main.go:435.3,444.5 5 0
servgate/main.go:446.2,450.69 3 0
servgate/main.go:450.69,451.86 1 0
servgate/main.go:451.86,454.4 2 0
servgate/main.go:455.3,455.34 1 0
servgate/main.go:455.34,458.4 2 0
servgate/main.go:460.3,461.39 2 0
servgate/main.go:461.39,463.23 2 0
servgate/main.go:463.23,465.5 1 0
servgate/main.go:468.3,471.109 4 0
servgate/main.go:474.2,474.69 1 0
servgate/main.go:474.69,475.86 1 0
servgate/main.go:475.86,478.4 2 0
servgate/main.go:479.3,479.34 1 0
servgate/main.go:479.34,482.4 2 0
servgate/main.go:483.3,486.84 2 0
servgate/main.go:486.84,489.4 2 0
servgate/main.go:490.3,493.128 4 0
servgate/main.go:496.2,500.66 3 0
servgate/main.go:500.66,502.19 2 0
servgate/main.go:503.23,505.38 2 0
servgate/main.go:506.24,513.63 2 0
servgate/main.go:513.63,516.5 2 0
servgate/main.go:517.4,518.50 2 0
servgate/main.go:521.2,524.66 3 0
servgate/main.go:524.66,525.26 1 0
servgate/main.go:525.26,528.19 3 0
servgate/main.go:528.19,530.5 1 0
servgate/main.go:531.4,531.30 1 0
servgate/main.go:531.30,534.5 2 0
servgate/main.go:536.3,536.46 1 0
servgate/main.go:538.2,553.12 9 0
servgate/main.go:553.12,554.37 1 0
servgate/main.go:554.37,564.14 5 0
servgate/main.go:564.14,566.84 2 0
servgate/main.go:566.84,568.6 1 0
servgate/main.go:571.4,571.90 1 0
servgate/main.go:571.90,573.5 1 0
servgate/main.go:574.9,574.51 1 0
servgate/main.go:574.51,575.107 1 0
servgate/main.go:575.107,577.5 1 0
servgate/main.go:578.9,579.81 1 0
servgate/main.go:579.81,581.5 1 0
servgate/main.go:585.2,591.53 5 0
servgate/main.go:591.53,593.3 1 0
servgate/main.go:593.8,595.3 1 0
servgate/main.go:598.25,604.46 5 0
servgate/main.go:604.46,606.3 1 0
servgate/main.go:608.2,608.37 1 0
servgate/main.go:608.37,610.3 1 0
servgate/main.go:612.2,613.16 2 0
servgate/main.go:613.16,615.3 1 0
servgate/main.go:617.2,618.16 2 0
servgate/main.go:618.16,620.3 1 0
servgate/main.go:622.2,623.16 2 0
servgate/main.go:623.16,625.3 1 0
servgate/main.go:627.2,631.25 5 0
servgate/main.go:631.25,638.3 6 0
servgate/main.go:640.2,640.20 1 0
servgate/main.go:640.20,641.67 1 0
servgate/main.go:641.67,643.4 1 0
servgate/main.go:644.3,644.50 1 0
servgate/main.go:648.26,649.22 1 1
servgate/main.go:649.22,651.3 1 0
servgate/main.go:652.2,655.20 3 1
servgate/main.go:655.20,657.3 1 0
servgate/main.go:658.2,664.16 5 1
servgate/main.go:664.16,666.3 1 0
servgate/main.go:667.2,669.38 2 1
servgate/main.go:669.38,671.3 1 0
servgate/main.go:673.2,673.57 1 1
servgate/main.go:673.57,675.3 1 0
servgate/main.go:677.2,679.16 3 1
servgate/main.go:679.16,681.3 1 0
servgate/main.go:682.2,685.16 3 1
servgate/main.go:685.16,687.3 1 0
servgate/main.go:689.2,689.82 1 1
servgate/main.go:692.25,693.49 1 1
servgate/main.go:693.49,695.3 1 0
servgate/main.go:696.2,700.16 4 1
servgate/main.go:700.16,702.3 1 0
servgate/main.go:704.2,707.29 3 1
servgate/main.go:707.29,709.49 2 1
servgate/main.go:709.49,710.12 1 1
servgate/main.go:713.3,714.21 2 1
servgate/main.go:714.21,715.12 1 0
servgate/main.go:718.3,723.104 5 1
servgate/main.go:723.104,728.4 4 1
servgate/main.go:730.3,731.20 2 1
servgate/main.go:731.20,733.4 1 1
servgate/main.go:735.3,736.18 2 1
servgate/main.go:736.18,738.4 1 1
servgate/main.go:740.3,744.40 1 1
servgate/main.go:747.2,782.16 3 1
servgate/main.go:782.16,784.3 1 0
servgate/main.go:785.2,788.70 3 1
servgate/main.go:788.70,790.3 1 0
servgate/main.go:793.2,796.38 4 1
servgate/main.go:796.38,798.3 1 0
servgate/main.go:800.2,806.34 6 1
servgate/main.go:806.34,808.3 1 0
servgate/main.go:810.2,810.68 1 1
servgate/main.go:818.62,822.23 3 1
servgate/main.go:822.23,824.3 1 1
servgate/main.go:826.2,831.28 5 1
servgate/main.go:831.28,832.22 1 1
servgate/main.go:832.22,834.4 1 1
servgate/main.go:837.2,837.25 1 1
servgate/main.go:837.25,840.3 2 1
servgate/main.go:842.2,844.14 3 1
servgate/main.go:847.76,849.54 2 1
servgate/main.go:849.54,851.21 2 1
servgate/main.go:851.21,853.4 1 0
servgate/main.go:854.3,854.37 1 1
servgate/main.go:854.37,857.4 2 1
servgate/main.go:858.3,858.13 1 1
servgate/pkg/wasm/runner.go:36.76,38.17 2 0
servgate/pkg/wasm/runner.go:38.17,44.21 4 0
servgate/pkg/wasm/runner.go:44.21,46.4 1 0
servgate/pkg/wasm/runner.go:47.3,49.22 3 0
servgate/pkg/wasm/runner.go:49.22,51.4 1 0
servgate/pkg/wasm/runner.go:53.3,55.79 2 0
servgate/pkg/wasm/runner.go:55.79,58.4 2 0
servgate/pkg/wasm/runner.go:60.3,64.4 1 0
servgate/pkg/wasm/runner.go:66.2,66.27 1 0
servgate/pkg/wasm/runner.go:69.96,74.16 4 0
servgate/pkg/wasm/runner.go:74.16,76.3 1 0
servgate/pkg/wasm/runner.go:78.2,78.42 1 0
servgate/pkg/wasm/runner.go:78.42,79.36 1 0
servgate/pkg/wasm/runner.go:79.36,82.4 2 0
servgate/pkg/wasm/runner.go:85.2,88.46 2 0
servgate/pkg/wasm/runner.go:88.46,90.28 2 0
servgate/pkg/wasm/runner.go:90.28,92.4 1 0
servgate/pkg/wasm/runner.go:94.2,96.12 2 0
servgate/pkg/wasm/runner.go:100.97,106.13 5 0
servgate/pkg/wasm/runner.go:106.13,108.3 1 0
servgate/pkg/wasm/runner.go:110.2,117.16 5 0
servgate/pkg/wasm/runner.go:117.16,118.10 1 0
servgate/pkg/wasm/runner.go:119.27,120.10 1 0
servgate/pkg/wasm/runner.go:120.10,123.5 2 0
servgate/pkg/wasm/runner.go:124.11,124.11 0 0
servgate/pkg/wasm/runner.go:128.2,138.16 5 0
servgate/pkg/wasm/runner.go:138.16,143.17 5 0
servgate/pkg/wasm/runner.go:143.17,145.32 2 0
servgate/pkg/wasm/runner.go:145.32,146.32 1 0
servgate/pkg/wasm/runner.go:146.32,148.6 1 0
servgate/pkg/wasm/runner.go:149.10,151.5 1 0
servgate/pkg/wasm/runner.go:156.2,156.16 1 0
servgate/pkg/wasm/runner.go:156.16,159.21 2 0
servgate/pkg/wasm/runner.go:159.21,161.4 1 0
servgate/pkg/wasm/runner.go:162.3,163.25 2 0
servgate/pkg/wasm/runner.go:163.25,165.4 1 0
servgate/pkg/wasm/runner.go:167.3,167.43 1 0
servgate/pkg/wasm/runner.go:167.43,170.43 3 0
servgate/pkg/wasm/runner.go:170.43,172.47 2 0
servgate/pkg/wasm/runner.go:172.47,174.48 2 0
servgate/pkg/wasm/runner.go:174.48,179.72 4 0
servgate/pkg/wasm/runner.go:179.72,184.22 3 0
servgate/pkg/wasm/runner.go:184.22,185.16 1 0
servgate/pkg/wasm/runner.go:186.26,187.29 1 0
servgate/pkg/wasm/runner.go:188.17,188.17 0 0
servgate/pkg/wasm/runner.go:191.8,192.27 2 0
servgate/pkg/wasm/runner.go:200.3,200.14 1 0
servgate/pkg/wasm/runner.go:200.14,202.4 1 0
servgate/pkg/wasm/runner.go:202.9,205.4 1 0
servgate/pkg/wasm/runner.go:208.2,208.28 1 0
servgate/pkg/otel/tracer.go:9.13,11.2 1 0
servgate/pkg/otel/tracer.go:13.31,15.2 1 0
servgate/pkg/otel/tracer.go:17.30,19.2 1 0
servgate/pkg/otel/tracer.go:21.55,23.17 2 0
servgate/pkg/otel/tracer.go:23.17,25.3 1 0
servgate/pkg/otel/tracer.go:26.2,26.13 1 0
servgate/pkg/otel/tracer.go:29.72,31.2 1 0
